Epoch,Loss,Val_Loss
1,0.0019629227463155985,0.0015235726023092866
2,0.0005944943986833096,0.0015749781159684062
3,0.00039189658127725124,0.001599506358616054
4,0.00029969887691549957,0.0017488306621089578
5,0.00023781234631314874,0.0020803099032491446
6,0.00021656311582773924,0.001898878370411694
